,month,flat_type,storey_range,floor_area_sqm,flat_model,remaining_lease,region,mrt_dist,no_of_mrt_within_1km,bus_dist,no_of_bus_within_1km,school_dist,no_of_schools_within_1km,school_type,school_level,school_sap,school_ip,resale_price
57765,3,5 ROOM,07 TO 09,112.0,DBSS,1123.0,OCR,0.907359235268819,1,0.08202337637565428,7,0.11946728833853093,1,GOVERNMENT SCHOOL,PRIMARY,0,0,700000.0
57766,3,5 ROOM,10 TO 12,122.0,Improved,798.0,OCR,0.6696671586372418,1,0.07708349462624915,10,0.27505547433457256,3,GOVERNMENT SCHOOL,JUNIOR COLLEGE,0,0,453888.0
57767,3,5 ROOM,04 TO 06,122.0,Improved,798.0,OCR,0.6696671586372418,1,0.07708349462624915,10,0.27505547433457256,3,GOVERNMENT SCHOOL,JUNIOR COLLEGE,0,0,400000.0
57768,3,5 ROOM,10 TO 12,121.0,Improved,774.0,OCR,0.5110109679419609,1,0.1045687217306018,6,0.20451377256735853,2,GOVERNMENT SCHOOL,PRIMARY,0,0,460000.0
57769,3,5 ROOM,10 TO 12,112.0,Improved,1147.0,OCR,0.7447103156739049,1,0.11136589028473733,3,0.3204005972424632,3,GOVERNMENT SCHOOL,SECONDARY,0,0,510000.0
57770,3,5 ROOM,10 TO 12,120.0,Improved,796.0,OCR,0.11309581110611698,1,0.08960952021521806,6,0.31724934410106204,2,GOVERNMENT SCHOOL,SECONDARY,0,0,390000.0
57771,3,5 ROOM,13 TO 15,121.0,Improved,800.0,OCR,0.1908634910789389,1,0.04854879331445952,10,0.20984667931383966,2,GOVERNMENT SCHOOL,SECONDARY,0,0,505000.0
57772,3,5 ROOM,07 TO 09,123.0,Improved,804.0,OCR,0.29480476771333114,1,0.06648659740156954,6,0.2081921479818648,1,GOVERNMENT-AIDED SCH,SECONDARY,0,0,456888.0
57773,3,5 ROOM,01 TO 03,121.0,Improved,804.0,OCR,0.29480476771333114,1,0.06648659740156954,6,0.2081921479818648,1,GOVERNMENT-AIDED SCH,SECONDARY,0,0,450000.0
57774,3,5 ROOM,01 TO 03,122.0,Improved,804.0,OCR,0.11309581110611698,1,0.08960952021521806,6,0.31724934410106204,2,GOVERNMENT SCHOOL,SECONDARY,0,0,492000.0
57775,3,5 ROOM,10 TO 12,121.0,Improved,781.0,OCR,0.19911043391202066,1,0.07444723041959916,9,0.3509198726310233,1,GOVERNMENT SCHOOL,PRIMARY,0,0,480000.0
57776,3,5 ROOM,07 TO 09,121.0,Improved,780.0,OCR,0.19911043391202066,1,0.07444723041959916,9,0.3509198726310233,1,GOVERNMENT SCHOOL,PRIMARY,0,0,462000.0
57777,3,5 ROOM,04 TO 06,121.0,Improved,783.0,OCR,0.3494383324251605,1,0.13645447533822305,2,0.10793738477743248,4,GOVERNMENT SCHOOL,SECONDARY,0,0,410000.0
57778,3,5 ROOM,10 TO 12,112.0,Improved,1148.0,OCR,1.2264510606841288,0,0.12272793693287605,10,0.6293003343265816,3,GOVERNMENT SCHOOL,PRIMARY,0,0,508000.0
57779,3,5 ROOM,04 TO 06,121.0,Improved,806.0,OCR,0.6355300018932447,2,0.050462368424615316,7,0.3331427004375029,1,GOVERNMENT-AIDED SCH,SECONDARY,0,0,455000.0
57780,3,5 ROOM,01 TO 03,121.0,Improved,810.0,OCR,0.7526929666932145,1,0.1286112684409441,9,0.19637954130988872,2,GOVERNMENT SCHOOL,PRIMARY,0,0,400000.0
57781,3,5 ROOM,01 TO 03,122.0,Improved,825.0,OCR,0.3379180261297281,1,0.11359853334476845,7,0.3297535815461866,2,GOVERNMENT SCHOOL,SECONDARY,0,0,435000.0
57782,3,EXECUTIVE,01 TO 03,142.0,Apartment,811.0,OCR,0.3566574013776476,1,0.08923476067085838,7,0.21305379075275496,2,GOVERNMENT SCHOOL,SECONDARY,0,0,505000.0
57783,3,EXECUTIVE,04 TO 06,146.0,Maisonette,820.0,OCR,1.347940695040189,0,0.20199280591533506,7,0.2453528486762096,2,GOVERNMENT SCHOOL,PRIMARY,0,0,520000.0
57784,3,EXECUTIVE,04 TO 06,146.0,Maisonette,820.0,OCR,0.11309581110611698,1,0.08960952021521806,6,0.31724934410106204,2,GOVERNMENT SCHOOL,SECONDARY,0,0,520000.0
57785,3,EXECUTIVE,04 TO 06,142.0,Apartment,821.0,OCR,1.2104246438024893,0,0.06391508501639168,8,0.21115480274367465,1,GOVERNMENT SCHOOL,PRIMARY,0,0,490000.0
57786,3,EXECUTIVE,10 TO 12,142.0,Apartment,810.0,OCR,0.653378467269501,2,0.11316739387994927,7,0.2852341339425197,1,GOVERNMENT-AIDED SCH,SECONDARY,0,0,500000.0
57787,3,EXECUTIVE,07 TO 09,164.0,Apartment,867.0,OCR,0.6718502446243444,1,0.08036934478469891,9,0.2386925021352204,1,GOVERNMENT-AIDED SCH,SECONDARY,0,0,710888.0
57788,3,EXECUTIVE,01 TO 03,145.0,Maisonette,811.0,OCR,0.5888674704100695,1,0.09811519267654213,4,0.5054860632568384,3,GOVERNMENT SCHOOL,SECONDARY,0,0,655000.0
57789,3,EXECUTIVE,07 TO 09,145.0,Maisonette,813.0,OCR,0.4628907402381835,1,0.10922762895981188,7,0.35644212863210617,3,GOVERNMENT SCHOOL,SECONDARY,0,0,570000.0
57790,3,3 ROOM,10 TO 12,74.0,Model A,824.0,OCR,0.5693968929410255,1,0.16658330878957622,5,0.3391997835185153,4,GOVERNMENT SCHOOL,SECONDARY,0,0,320000.0
57791,3,4 ROOM,13 TO 15,104.0,Model A,813.0,OCR,0.2240551902764293,1,0.07421684285028209,1,0.2365180460966447,3,GOVERNMENT SCHOOL,SECONDARY,0,0,342000.0
57792,3,4 ROOM,10 TO 12,104.0,Model A,815.0,OCR,0.7336006035630565,1,0.1395081165063426,5,0.3599317577566281,1,GOVERNMENT SCHOOL,PRIMARY,0,0,380000.0
57793,4,3 ROOM,16 TO 18,70.0,Model A,1110.0,RCR,0.7982661935306969,1,0.07135123658941728,5,0.26119181330612545,2,GOVERNMENT SCHOOL,SECONDARY,0,0,470000.0
57794,4,3 ROOM,10 TO 12,67.0,New Generation,687.0,RCR,1.0926256295588066,0,0.1173957197167576,5,0.2676539652831445,2,GOVERNMENT SCHOOL,SECONDARY,0,0,250000.0
57795,4,3 ROOM,07 TO 09,73.0,New Generation,672.0,RCR,0.9722701955502272,1,0.2184010160058903,5,0.14433835241314444,2,GOVERNMENT SCHOOL,SECONDARY,0,0,278000.0
57796,4,3 ROOM,04 TO 06,73.0,New Generation,685.0,RCR,1.1882576975044703,0,0.03369186765599839,5,0.26164931946250825,4,GOVERNMENT SCHOOL,JUNIOR COLLEGE,0,1,285000.0
57797,4,3 ROOM,01 TO 03,82.0,New Generation,729.0,RCR,0.9061289300915748,1,0.07405582639075033,8,0.3887099147669544,3,GOVERNMENT SCHOOL,PRIMARY,0,0,348000.0
57798,4,3 ROOM,01 TO 03,73.0,New Generation,672.0,RCR,0.9722701955502272,1,0.2184010160058903,5,0.14433835241314444,2,GOVERNMENT SCHOOL,SECONDARY,0,0,270000.0
57799,4,3 ROOM,04 TO 06,68.0,New Generation,730.0,RCR,0.8893906877731179,1,0.05171543832345818,7,0.3660403505471517,3,GOVERNMENT SCHOOL,PRIMARY,0,0,300000.0
57800,4,3 ROOM,04 TO 06,68.0,New Generation,729.0,RCR,0.8893906877731179,1,0.05171543832345818,7,0.3660403505471517,3,GOVERNMENT SCHOOL,PRIMARY,0,0,315000.0
57801,4,3 ROOM,19 TO 21,70.0,Model A,1109.0,RCR,0.7938501410714368,1,0.03689082968137258,7,0.3910071652584929,2,GOVERNMENT SCHOOL,SECONDARY,0,0,500000.0
57802,4,3 ROOM,10 TO 12,73.0,New Generation,675.0,RCR,1.1882576975044703,0,0.03369186765599839,5,0.26164931946250825,4,GOVERNMENT SCHOOL,JUNIOR COLLEGE,0,1,295000.0
57803,4,3 ROOM,10 TO 12,67.0,New Generation,693.0,RCR,1.1882576975044703,0,0.03369186765599839,5,0.26164931946250825,4,GOVERNMENT SCHOOL,JUNIOR COLLEGE,0,1,275000.0
57804,4,3 ROOM,01 TO 03,68.0,New Generation,729.0,RCR,0.9061289300915748,1,0.07405582639075033,8,0.3887099147669544,3,GOVERNMENT SCHOOL,PRIMARY,0,0,240000.0
57805,4,3 ROOM,07 TO 09,82.0,New Generation,730.0,RCR,0.8403116877195125,1,0.046349821595204566,15,0.4236584491172079,1,GOVERNMENT SCHOOL,SECONDARY,0,0,275000.0
57806,4,3 ROOM,07 TO 09,74.0,New Generation,712.0,RCR,0.7309635404448721,1,0.2060911127197536,11,0.2134938429030077,1,GOVERNMENT SCHOOL,SECONDARY,0,0,323000.0
57807,4,3 ROOM,04 TO 06,68.0,New Generation,718.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,260000.0
57808,4,3 ROOM,10 TO 12,67.0,New Generation,705.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,255000.0
57809,4,3 ROOM,04 TO 06,74.0,New Generation,713.0,RCR,0.7533329740557433,1,0.1823576869310108,8,0.2200008366734145,1,GOVERNMENT SCHOOL,SECONDARY,0,0,295000.0
57810,4,3 ROOM,10 TO 12,82.0,New Generation,718.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,320000.0
57811,4,3 ROOM,13 TO 15,68.0,New Generation,729.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,292000.0
57812,4,3 ROOM,07 TO 09,67.0,New Generation,711.0,RCR,1.0724419182113798,0,0.10811190176691764,9,0.5478075209603632,2,GOVERNMENT SCHOOL,PRIMARY,0,0,252000.0
57813,4,3 ROOM,04 TO 06,68.0,New Generation,718.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,255000.0
57814,4,3 ROOM,04 TO 06,68.0,New Generation,729.0,RCR,0.799342142712979,1,0.06601937545917475,11,0.4495747833739824,1,GOVERNMENT SCHOOL,SECONDARY,0,0,275000.0
57815,4,3 ROOM,10 TO 12,67.0,New Generation,773.0,RCR,0.9492518507413528,1,0.07723626867600909,11,0.5227553789094529,1,GOVERNMENT SCHOOL,SECONDARY,0,0,275000.0
57816,4,3 ROOM,10 TO 12,74.0,New Generation,712.0,RCR,0.7533329740557433,1,0.1823576869310108,8,0.2200008366734145,1,GOVERNMENT SCHOOL,SECONDARY,0,0,333800.0
57817,4,3 ROOM,07 TO 09,67.0,New Generation,709.0,RCR,1.1233059306280553,0,0.16878491315066407,7,0.2404980622842144,2,GOVERNMENT SCHOOL,PRIMARY,0,0,272000.0
57818,4,3 ROOM,07 TO 09,68.0,New Generation,729.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,268000.0
57819,4,3 ROOM,04 TO 06,67.0,New Generation,711.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,240000.0
57820,4,3 ROOM,10 TO 12,67.0,New Generation,711.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,310000.0
57821,4,3 ROOM,07 TO 09,73.0,New Generation,696.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,288000.0
57822,4,3 ROOM,04 TO 06,67.0,New Generation,703.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,285000.0
57823,4,3 ROOM,01 TO 03,67.0,New Generation,702.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,272000.0
57824,4,3 ROOM,07 TO 09,67.0,New Generation,672.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,233000.0
57825,4,3 ROOM,01 TO 03,67.0,New Generation,702.0,RCR,0.6869602811506761,1,0.1230906388728193,7,0.3387841070501747,4,GOVERNMENT SCHOOL,SECONDARY,0,0,220000.0
57826,4,3 ROOM,07 TO 09,67.0,New Generation,689.0,RCR,1.4546211005701857,0,0.12258988052465802,7,0.166503012954989,3,GOVERNMENT SCHOOL,SECONDARY,0,0,258000.0
57827,4,3 ROOM,01 TO 03,73.0,New Generation,693.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,290000.0
57828,4,3 ROOM,04 TO 06,68.0,New Generation,777.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,260000.0
57829,4,3 ROOM,07 TO 09,82.0,New Generation,734.0,RCR,0.8474309885410438,1,0.08617549959307748,8,0.2973283761499326,4,GOVERNMENT SCHOOL,SECONDARY,0,0,300000.0
57830,4,3 ROOM,04 TO 06,68.0,New Generation,733.0,RCR,1.0814324746546118,0,0.12364982365829436,5,0.1158367666464651,3,GOVERNMENT SCHOOL,PRIMARY,0,0,240000.0
57831,4,3 ROOM,10 TO 12,67.0,New Generation,777.0,RCR,0.6985489477267673,1,0.08876148235623135,8,0.3961555764979901,1,GOVERNMENT SCHOOL,PRIMARY,0,0,288000.0
57832,4,3 ROOM,10 TO 12,82.0,New Generation,777.0,RCR,0.6985489477267673,1,0.08876148235623135,8,0.3961555764979901,1,GOVERNMENT SCHOOL,PRIMARY,0,0,365000.0
57833,4,3 ROOM,01 TO 03,68.0,New Generation,728.0,RCR,0.6985489477267673,1,0.08876148235623135,8,0.3961555764979901,1,GOVERNMENT SCHOOL,PRIMARY,0,0,260000.0
57834,4,3 ROOM,07 TO 09,68.0,New Generation,733.0,RCR,1.0814324746546118,0,0.12364982365829436,5,0.1158367666464651,3,GOVERNMENT SCHOOL,PRIMARY,0,0,250000.0
57835,4,3 ROOM,07 TO 09,68.0,New Generation,727.0,RCR,0.6985489477267673,1,0.08876148235623135,8,0.3961555764979901,1,GOVERNMENT SCHOOL,PRIMARY,0,0,280000.0
57836,4,3 ROOM,04 TO 06,68.0,New Generation,729.0,RCR,0.6780872308652682,1,0.1153647420540342,7,0.14039786238889948,3,GOVERNMENT SCHOOL,SECONDARY,0,0,273000.0
57837,4,3 ROOM,01 TO 03,67.0,New Generation,722.0,RCR,0.94841164765013,1,0.1852931739987953,8,0.3102209899149167,3,GOVERNMENT SCHOOL,PRIMARY,0,0,245000.0
57838,4,3 ROOM,04 TO 06,67.0,New Generation,722.0,RCR,1.0409606079595806,0,0.10541598461192683,6,0.4783938377873643,3,GOVERNMENT SCHOOL,PRIMARY,0,0,235000.0
57839,4,3 ROOM,04 TO 06,68.0,New Generation,732.0,RCR,1.135262671697118,0,0.20709487083923026,9,0.7210238867991113,1,GOVERNMENT SCHOOL,SECONDARY,0,0,230000.0
57840,4,3 ROOM,10 TO 12,75.0,New Generation,728.0,RCR,0.7682596720489415,1,0.19523104428811613,6,0.3567132008039698,1,GOVERNMENT SCHOOL,PRIMARY,0,0,328000.0
57841,4,3 ROOM,04 TO 06,68.0,New Generation,726.0,RCR,0.7682596720489415,1,0.19523104428811613,6,0.3567132008039698,1,GOVERNMENT SCHOOL,PRIMARY,0,0,296000.0
57842,4,3 ROOM,04 TO 06,68.0,New Generation,726.0,RCR,0.7682596720489415,1,0.19523104428811613,6,0.3567132008039698,1,GOVERNMENT SCHOOL,PRIMARY,0,0,290000.0
57843,4,3 ROOM,07 TO 09,82.0,New Generation,725.0,RCR,0.266335673184139,1,0.05041466309483715,2,0.3970188400285343,2,GOVERNMENT SCHOOL,PRIMARY,0,0,360000.0
57844,4,3 ROOM,04 TO 06,67.0,New Generation,722.0,RCR,0.266335673184139,1,0.05041466309483715,2,0.3970188400285343,2,GOVERNMENT SCHOOL,PRIMARY,0,0,253000.0
57845,4,3 ROOM,07 TO 09,68.0,New Generation,724.0,RCR,0.4916675017875718,2,0.10292549472398248,6,0.27867997013172924,1,GOVERNMENT SCHOOL,SECONDARY,0,0,310000.0
57846,4,3 ROOM,10 TO 12,68.0,New Generation,725.0,RCR,0.4204235542455188,1,0.13313920013195993,10,0.11262488676657655,1,GOVERNMENT SCHOOL,PRIMARY,0,0,275000.0
57847,4,4 ROOM,04 TO 06,94.0,Model A,1109.0,RCR,0.7810528776567729,1,0.10647225999239827,6,0.3087568601270058,2,GOVERNMENT SCHOOL,SECONDARY,0,0,515000.0
57848,4,4 ROOM,01 TO 03,91.0,New Generation,742.0,RCR,0.7921205852395689,1,0.11838915434486845,8,0.27382431349116565,2,GOVERNMENT SCHOOL,PRIMARY,0,0,420000.0
57849,4,4 ROOM,04 TO 06,92.0,New Generation,718.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,365000.0
57850,4,4 ROOM,04 TO 06,92.0,New Generation,718.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,362000.0
57851,4,4 ROOM,13 TO 15,92.0,New Generation,715.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,368000.0
57852,4,4 ROOM,01 TO 03,92.0,New Generation,705.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,330000.0
57853,4,4 ROOM,10 TO 12,92.0,New Generation,711.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,388000.0
57854,4,4 ROOM,04 TO 06,112.0,Model A,875.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,515000.0
57855,4,4 ROOM,04 TO 06,98.0,New Generation,705.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,390000.0
57856,4,4 ROOM,01 TO 03,98.0,New Generation,701.0,RCR,0.847012015809131,1,0.26934860252342685,7,0.4910670599504813,2,GOVERNMENT SCHOOL,PRIMARY,0,0,398000.0
57857,4,4 ROOM,10 TO 12,92.0,New Generation,693.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,430000.0
57858,4,4 ROOM,07 TO 09,92.0,New Generation,717.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,394888.0
57859,4,4 ROOM,07 TO 09,92.0,New Generation,709.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,395000.0
57860,4,4 ROOM,07 TO 09,99.0,New Generation,694.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,403000.0
57861,4,4 ROOM,10 TO 12,91.0,New Generation,732.0,RCR,1.00256452909677,0,0.12913161362601075,9,0.2609267887140959,4,GOVERNMENT SCHOOL,PRIMARY,0,0,390000.0
57862,4,4 ROOM,10 TO 12,98.0,New Generation,687.0,RCR,0.6985489477267673,1,0.08876148235623135,8,0.3961555764979901,1,GOVERNMENT SCHOOL,PRIMARY,0,0,410000.0
57863,4,4 ROOM,10 TO 12,108.0,Model A,913.0,RCR,0.8008975908644669,1,0.15502626263181646,7,0.39606456208704816,3,GOVERNMENT SCHOOL,PRIMARY,0,0,538000.0
57864,4,4 ROOM,01 TO 03,93.0,New Generation,734.0,RCR,0.7742842826210972,1,0.07823315124249229,8,0.2400949165583057,4,GOVERNMENT SCHOOL,SECONDARY,0,0,320000.0
57865,4,4 ROOM,01 TO 03,91.0,New Generation,723.0,RCR,1.0912414538149071,0,0.1505988075954961,4,0.5435745207596344,2,GOVERNMENT SCHOOL,PRIMARY,0,0,295000.0
57866,4,4 ROOM,10 TO 12,93.0,New Generation,729.0,RCR,0.6421029399165585,1,0.09173579048192508,7,0.09586969690840236,3,GOVERNMENT SCHOOL,SECONDARY,0,0,399200.0
57867,4,4 ROOM,07 TO 09,103.0,New Generation,728.0,RCR,0.7682596720489415,1,0.19523104428811613,6,0.3567132008039698,1,GOVERNMENT SCHOOL,PRIMARY,0,0,420000.0
57868,4,4 ROOM,04 TO 06,85.0,Model A,999.0,RCR,0.3454753416559775,1,0.05677468431655128,5,0.4978646801493541,2,GOVERNMENT SCHOOL,SECONDARY,0,0,530000.0
57869,4,4 ROOM,07 TO 09,91.0,New Generation,723.0,RCR,0.7682596720489415,1,0.19523104428811613,6,0.3567132008039698,1,GOVERNMENT SCHOOL,PRIMARY,0,0,405000.0
57870,4,4 ROOM,19 TO 21,91.0,Model A,1000.0,RCR,0.3735579378379171,1,0.03729694646203475,5,0.47084720045006395,3,GOVERNMENT SCHOOL,SECONDARY,0,0,655000.0
57871,4,4 ROOM,07 TO 09,91.0,Model A,1000.0,RCR,0.3735579378379171,1,0.03729694646203475,5,0.47084720045006395,3,GOVERNMENT SCHOOL,SECONDARY,0,0,515000.0
57872,4,4 ROOM,13 TO 15,91.0,DBSS,1096.0,RCR,0.5951227136296866,1,0.031032207768058588,6,0.30142911174510195,2,GOVERNMENT SCHOOL,PRIMARY,0,0,733000.0
57873,4,4 ROOM,28 TO 30,91.0,DBSS,1096.0,RCR,0.5951227136296866,1,0.031032207768058588,6,0.30142911174510195,2,GOVERNMENT SCHOOL,PRIMARY,0,0,750000.0
57874,4,5 ROOM,10 TO 12,136.0,Adjoined flat,718.0,RCR,0.7041452017959748,1,0.09364335388489944,12,0.2935080848499793,1,GOVERNMENT SCHOOL,SECONDARY,0,0,618000.0
57875,4,5 ROOM,13 TO 15,120.0,Improved,717.0,RCR,1.0579956508094581,0,0.15365816042956768,4,0.08839336732666034,3,GOVERNMENT SCHOOL,PRIMARY,0,0,560000.0
57876,4,5 ROOM,16 TO 18,135.0,Model A,744.0,RCR,2.0077431970816497,0,0.0813830081601163,8,0.33040519515168976,5,GOVERNMENT SCHOOL,SECONDARY,0,0,790000.0
57877,4,5 ROOM,16 TO 18,119.0,Improved,705.0,RCR,1.9425379103651732,0,0.12200145175039336,11,0.347349707940024,3,GOVERNMENT SCHOOL,SECONDARY,0,0,568888.0
57878,4,5 ROOM,10 TO 12,121.0,Improved,727.0,RCR,1.135262671697118,0,0.20709487083923026,9,0.7210238867991113,1,GOVERNMENT SCHOOL,SECONDARY,0,0,470000.0
57879,4,5 ROOM,07 TO 09,121.0,Improved,727.0,RCR,1.135262671697118,0,0.20709487083923026,9,0.7210238867991113,1,GOVERNMENT SCHOOL,SECONDARY,0,0,600000.0
57880,4,5 ROOM,10 TO 12,136.0,Adjoined flat,732.0,RCR,1.135262671697118,0,0.20709487083923026,9,0.7210238867991113,1,GOVERNMENT SCHOOL,SECONDARY,0,0,626000.0
57881,4,5 ROOM,13 TO 15,111.0,Improved,1000.0,RCR,0.3735579378379171,1,0.03729694646203475,5,0.47084720045006395,3,GOVERNMENT SCHOOL,SECONDARY,0,0,810000.0
57882,4,5 ROOM,10 TO 12,110.0,Improved,992.0,RCR,0.5951227136296866,1,0.031032207768058588,6,0.30142911174510195,2,GOVERNMENT SCHOOL,PRIMARY,0,0,780000.0
57883,4,3 ROOM,01 TO 03,64.0,Simplified,801.0,OCR,0.341478190753117,1,0.1042452051132459,8,0.16487567589876914,1,GOVERNMENT SCHOOL,PRIMARY,0,0,310000.0
57884,4,3 ROOM,10 TO 12,82.0,New Generation,728.0,OCR,0.2787136005675501,1,0.07422605173972255,8,0.312921809223833,1,GOVERNMENT SCHOOL,PRIMARY,0,0,333000.0
57885,4,3 ROOM,01 TO 03,67.0,New Generation,785.0,OCR,0.5417283736721613,1,0.1450826304372044,9,0.21198791335413267,2,GOVERNMENT SCHOOL,PRIMARY,0,0,265000.0
57886,4,3 ROOM,01 TO 03,68.0,New Generation,727.0,OCR,0.2787136005675501,1,0.07422605173972255,8,0.312921809223833,1,GOVERNMENT SCHOOL,PRIMARY,0,0,263000.0
57887,4,3 ROOM,07 TO 09,68.0,New Generation,735.0,OCR,0.32253037752367514,1,0.10987129383140656,7,0.1310182660185285,1,GOVERNMENT SCHOOL,PRIMARY,0,0,286888.0
57888,4,3 ROOM,01 TO 03,67.0,New Generation,750.0,OCR,0.4600763145383202,2,0.16716034360606666,7,0.4300224631492577,2,GOVERNMENT SCHOOL,PRIMARY,0,0,270000.0
57889,4,3 ROOM,01 TO 03,73.0,Improved,670.0,OCR,0.38948997195297225,1,0.2616778517584849,6,0.4653364173505557,2,GOVERNMENT SCHOOL,MIXED LEVELS,0,1,285000.0
57890,4,3 ROOM,04 TO 06,59.0,Improved,669.0,OCR,0.1896395859785856,1,0.2059613920813317,4,0.6117517682961484,2,GOVERNMENT SCHOOL,PRIMARY,0,0,288000.0
57891,4,3 ROOM,07 TO 09,65.0,Improved,628.0,OCR,0.916239645908205,1,0.16825957171446854,9,0.18765670920083474,2,GOVERNMENT SCHOOL,SECONDARY,0,0,257000.0
57892,4,3 ROOM,01 TO 03,65.0,Improved,627.0,OCR,0.8216801402298699,1,0.14469745936542275,11,0.2788223312932842,2,GOVERNMENT SCHOOL,SECONDARY,0,0,250000.0
57893,4,3 ROOM,10 TO 12,75.0,Model A,765.0,OCR,0.868032587550797,1,0.13529653824171364,7,0.22954344005358016,2,GOVERNMENT SCHOOL,SECONDARY,0,0,350000.0
57894,4,3 ROOM,07 TO 09,82.0,New Generation,783.0,OCR,0.6554872912747237,1,0.07201608708603666,7,0.5837722329747329,3,GOVERNMENT SCHOOL,SECONDARY,0,0,310000.0
57895,4,3 ROOM,04 TO 06,68.0,New Generation,721.0,OCR,0.7430413000607525,1,0.11237836687596713,4,0.6192278988332064,4,GOVERNMENT SCHOOL,SECONDARY,0,0,280000.0
57896,4,4 ROOM,01 TO 03,83.0,Simplified,802.0,OCR,0.36445777951013103,1,0.10677295557966868,8,0.20895185433698826,1,GOVERNMENT SCHOOL,PRIMARY,0,0,354000.0
57897,4,4 ROOM,10 TO 12,111.0,Model A,773.0,OCR,0.4185792124969797,1,0.18987145243040446,8,0.25565641342294304,2,GOVERNMENT SCHOOL,SECONDARY,0,0,478000.0
57898,4,4 ROOM,07 TO 09,91.0,New Generation,784.0,OCR,0.6175758443797316,1,0.22511006282689014,8,0.2792512291081433,2,GOVERNMENT SCHOOL,PRIMARY,0,0,415000.0
57899,4,4 ROOM,07 TO 09,84.0,Simplified,817.0,OCR,0.524772049652187,1,0.12466289589065167,6,0.3781507651649457,2,GOVERNMENT SCHOOL,PRIMARY,0,0,378000.0
57900,4,4 ROOM,07 TO 09,93.0,New Generation,735.0,OCR,0.5081540057759333,1,0.08956743672554301,9,0.17366276965280913,1,GOVERNMENT SCHOOL,PRIMARY,0,0,408000.0
57901,4,4 ROOM,01 TO 03,91.0,New Generation,782.0,OCR,0.4400829548490251,1,0.08229639820474703,10,0.2140508230119381,3,GOVERNMENT SCHOOL,PRIMARY,0,0,418000.0
57902,4,4 ROOM,01 TO 03,93.0,New Generation,735.0,OCR,0.4576690650357742,1,0.2004938865679848,8,0.12683916003028162,1,GOVERNMENT SCHOOL,PRIMARY,0,0,360000.0
